route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
811,10,"811","OGRODY - LUSÓWKO PĘTLA|LUSÓWKO PĘTLA - OGRODY","OGRODY - Nowina - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Swadzim/Poznańska - Sady/Poznańska - Tarnowo Pdg/Poznańska - Rumianek/Nowa - Rumianek/Szkolna - Jankowice/Poznańska - Lusówko/Jankowicka - Lusówko/Zespołowa - Lusówko/Otowska - LUSÓWKO PĘTLA^A - Kurs z wjazdem na przystanek: Swadzim/Auchan^B - Kurs wydłużony do pętli: Sierosław/Działki, z wjazdem na przystanki: Tarnowo Pdg/Poznańska Szkola, Lusówko/Szkoła, Sierosław/Dworska^C - Kurs z wjazdem na przystanek: Ceradz Kościelny/Kościół^D - Kurs wydłużony do pętli: Sierosław/Działki^E - Kurs wydłużony do pętli: Sierosław/Działki, z wjazdem na przystanek: Sierosław/Dworska^P - Kurs z wjazdem na przystanki: Tarnowo Pdg/Poznańska Szkoła, Lusówko/Szkoła, Sierosław/Dworska^S - Kurs z wjazdem na przystanek: Tarnowo Pdg/Szkolna^T - Kurs skrócony do przystanku: Tarnowo Pdg/Centrum|LUSÓWKO PĘTLA - Lusówko/Zespołowa - Lusówko/Jankowicka - Jankowice/Poznańska - Rumianek/Szkolna - Rumianek/Nowa - Tarnowo Pdg/Poznańska - Sady/Poznańska - Swadzim/Poznańska - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Szpitalna - OGRODY^# - Możliwość przesiadki na przyst. Tarnowo Pdg/Centrum na autobus w kier. Poznania^A - Kurs z wjazdem na przystanek: Swadzim/Auchan^C - Kurs z wjazdem na przystanek: Ceradz Kościelny/Kościół^L - Kurs z wjazdem na przystanek: Lusówko/Szkoła^T - Kurs skrócony do przystanku: Tarnowo Pdg/Centrum",3,525252,FFFFFF
812,10,"812","OGRODY - GRZEBIENISKO PĘTLA|GRZEBIENISKO PĘTLA - OGRODY","OGRODY - Nowina - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Swadzim/Poznańska - Sady/Poznańska - Tarnowo Pdg/Poznańska - Jankowice/Poznańska - Jankowice/Ogrodowa - Ceradz Kościelny/Jankowicka - Ceradz Kościelny/Bukowska - Ceradz Dolny/Powstańców Wlkp. - Grzebienisko/Lipowa - Grzebienisko/Szkolna - GRZEBIENISKO PĘTLA^# - Możliwość przesiadki na przystanku: Tarnowo Pdg/Centrum na autobus linii nr 811 w kier. Lusówka^A - Kurs z wjazdem na przystanek: Swadzim/Auchan^C - Kurs skrócony do pętli: Ceradz Kościelny/Kościół^S - Kurs z wjazdem na przystanek: Tarnowo Pdg/Szkolna|GRZEBIENISKO PĘTLA - Grzebienisko/Lipowa - Ceradz Dolny/Powstańców Wlkp. - Ceradz Kościelny/Bukowska - Ceradz Kościelny/Jankowicka - Jankowice/Ogrodowa - Jankowice/Poznańska - Tarnowo Pdg/Poznańska - Sady/Poznańska - Swadzim/Poznańska - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Szpitalna - OGRODY^# - Możliwość przesiadki na przyst. Tarnowo Pdg/Centrum na autobus w kier. Poznania^A - Kurs z wjazdem na przystanek: Swadzim/Auchan^T - Kurs skrócony do przystanku: Tarnowo Pdg/Centrum",3,525252,FFFFFF
813,10,"813","OGRODY - KAŹMIERZ RYNEK|KAŹMIERZ RYNEK - OGRODY","OGRODY - Nowina - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Swadzim/Poznańska - Sady/Poznańska - Tarnowo Pdg/Poznańska - Tarnowo Pdg/23 Października - Góra/Poznańska - Góra/Kręta - Góra/Szamotulska - Brzezno/Poznańska - Kaźmierz/Poznańska - Kaźmierz/Rynek - KAŹMIERZ RYNEK^A - Kurs z wjazdem na przystanek: Swadzim/Auchan^G - Kurs skrócony do pętli: Góra^K - Kurs z wjazdem na przystanek: Kokoszczyn/Pętla^O - Kurs skrócony do pętli: Góra,  z wjazdem na przystanki: Tarnowo Pdg/Szkolna, Kokoszczyn/Pętla|KAŹMIERZ RYNEK - Kaźmierz/Poznańska - Brzezno/Poznańska - Góra/Szamotulska - Góra/Kręta - Góra/Poznańska - Tarnowo Pdg/23 Października - Tarnowo Pdg/Poznańska - Sady/Poznańska - Swadzim/Poznańska - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Szpitalna - OGRODY^A - Kurs z wjazdem na przystanek: Swadzim/Auchan^K - Kurs z wjazdem na przystanek: Kokoszczyn/Pętla^S - Kurs z wjazdem na przystanek: Tarnowo Pdg/Szkolna^T - Kurs skrócony do przystanku: Tarnowo Pdg/Centrum, z możliwością przesiadki na autobus w kierunku Poznania",3,525252,FFFFFF
821,10,"821","OGRODY - LUSÓWKO ROZALIN PĘTLA|LUSÓWKO ROZALIN PĘTLA - OGRODY","OGRODY - Nowina - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Szamotulska - Baranowo/Szamotulska - Chyby/Szamotulska - Wielkie - Kobylniki/Szamotulska - Napachanie/Poznańska - Napachanie/Tarnowska - Tarnowo Pdg/Rokietnicka - Tarnowo Pdg/Poznańska - Jankowice/Poznańska - Lusówko/Admiralska - Lusówko/Tarnowska - Lusówko/Zespołowa - Lusówko/Dopiewska - LUSÓWKO ROZALIN PĘTLA^# - Możliwość przesiadki na przyst. Tarnowo Pdg/Centrum na autobus linii nr 813 w kier. Kaźmierz/Rynek^P - Kurs z wjazdem na przystanek: Tarnowo Pdg/Poznańska Szkoła^T - Kurs skrócony do przystanku: Tarnowo Pdg/Centrum|LUSÓWKO ROZALIN PĘTLA - Lusówko/Zespołowa - Lusówko/Tarnowska - Lusówko/Admiralska - Jankowice/Poznańska - Tarnowo Pdg/Poznańska - Tarnowo Pdg/Rakoniewicka - Tarnowo Pdg/Rokietnicka - Napachanie/Tarnowska - Napachanie/Poznańska - Kobylniki/Szamotulska - Wielkie - Chyby/Szamotulska - Baranowo/Szamotulska - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Szpitalna - OGRODY^P - Kurs z wjazdem na przystanek: Tarnowo Pdg/Poznańska Szkoła",3,525252,FFFFFF
825,10,"825","JANKOWICE PĘTLA - TARNOWO PDG POZNAŃSKA SZKOŁA|TARNOWO PDG CENTRUM - GÓRA PĘTLA","JANKOWICE PĘTLA - Jankowice/Poznańska - Rumianek/Szkolna - Góra/Szamotulska - Góra/Kręta - Góra/Długa - Kokoszczyn/Lipowa - Kokoszczyn/Dworcowa - Kokoszczyn/Lipowa - Góra/Długa - Góra/ - Góra/Poznańska - Tarnowo Pdg/23 Października - Tarnowo Pdg/Szkolna - Tarnowo Pdg/Poznańska - TARNOWO PDG POZNAŃSKA SZKOŁA|TARNOWO PDG CENTRUM - Tarnowo Pdg/Szkolna - Tarnowo Pdg/23 Października - Góra/Poznańska - Góra/Długa - Kokoszczyn/Lipowa - Kokoszczyn/Dworcowa - Kokoszczyn/Lipowa - Góra/Długa - Góra/ - Góra/Kręta - Góra/Szamotulska - GÓRA PĘTLA^S - Kurs z wjazdem na przystanek: Tarnowo Pdg/Szkolna",3,FFFFFF,000000
830,8,"830","KOBYLNIKI TARNOWSKA - PAWŁOWICE PĘTLA|PAWŁOWICE PĘTLA - KOBYLNIKI TARNOWSKA","KOBYLNIKI TARNOWSKA - Kobylniki/Kobylnicka - Kobylniki/Szkolna - Napachanie/Poznańska - Kobylniki/Szamotulska - Kobylniki/Podjazdowa - Rogierówko/Podjazdowa - Kiekrz/Podjazdowa - Podjazdowa - Chojnicka - Kiekrz/Czysta - Pawłowice/Pawłowicka - Pawłowice/Szkolna - PAWŁOWICE PĘTLA|PAWŁOWICE PĘTLA - Pawłowice/Pawłowicka - Kiekrz/Czysta - Chojnicka - Podjazdowa - Kiekrz/Podjazdowa - Rogierówko/Podjazdowa - Kobylniki/Podjazdowa - Kobylniki/Szamotulska - Napachanie/Kobylnicka - Kobylniki/Szkolna - Kobylniki/Kobylnicka - KOBYLNIKI TARNOWSKA^K - Kurs skrócony przez ul. Wilków Morskich do pętli: Kiekrz",3,525252,FFFFFF
832,8,"832","OS. SOBIESKIEGO - PRZYBRODA PĘTLA|PRZYBRODA PĘTLA - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Jaroczyńskiego - Obornicka - Suchy Las/Obornicka - Jelonek/Obornicka - Złotniki/Obornicka - Złotkowo/Obornicka - Sobota/Poznańska - Bytkowo/Obornicka - Rokietnica/Obornicka - Rokietnica/Szamotulska - Rokietnica/Szkolna - Napachanie/Rakoniewicka - Napachanie/Rokietnicka - Mrowino/Poznańska - Cerekwica/Przybrodzka - Przybroda/Kaźmierska - PRZYBRODA PĘTLA^R - Kurs do skrócony do przystanku: Rokietnica/Stacja|PRZYBRODA PĘTLA - Cerekwica/Przybrodzka - Mrowino/Poznańska - Napachanie/Rokietnicka - Rokietnica/Szkolna - Rokietnica/Szamotulska - Rokietnica/Obornicka - Bytkowo/Obornicka - Sobota/Poznańska - Złotkowo/Obornicka - Złotniki/Obornicka - Jelonek/Obornicka - Suchy Las/Obornicka - Obornicka - Stróżyńskiego - OS. SOBIESKIEGO^R - Kurs do skrócony do przystanku: Rokietnica/Stacja",3,525252,FFFFFF
833,2,"833","STARZYNY RYNKOWA - OGRODY|OGRODY - STARZYNY RYNKOWA","STARZYNY RYNKOWA - Starzyny/Poznańska - Kiekrz/Poznańska - Rokietnica/Trakt Napoleoński - Rokietnica/Szkolna - Rokietnica/Szamotulska - Rokietnica/Pocztowa - Rokietnica/Golęcińska - Kiekrz/Kierska - Kierska - Chojnicka - Słupska - Dąbrowskiego - OGRODY^W - Kurs przez ul. Wilków Morskich|OGRODY - Szpitalna - Nowina - Dąbrowskiego - Słupska - Chojnicka - Kierska - Kiekrz/Kierska - Rokietnica/Golęcińska - Rokietnica/Pocztowa - Rokietnica/Szamotulska - Rokietnica/Szkolna - Rokietnica/Trakt Napoleoński - Kiekrz/Poznańska - Starzyny/Poznańska - STARZYNY RYNKOWA^W - Kurs przez ul. Wilków Morskich",3,525252,FFFFFF
834,2,"834","ŻYDOWO PĘTLA - OGRODY|OGRODY - ŻYDOWO PĘTLA","ŻYDOWO PĘTLA - Żydowo/Przecławska - Żydowo/Rostworowska - Rostworowo/Rokietnicka - Rokietnica/Kolejowa - Rokietnica/Koszycy - Krzyszkowo/Koszycy - Rokietnica/Koszycy - Rokietnica/Kolejowa - Rokietnica/Szamotulska - Rokietnica/Pocztowa - Rokietnica/Golęcińska - Kiekrz/Kierska - Kierska - Wilków Morskich - Chojnicka - Słupska - Dąbrowskiego - OGRODY^A - nie kursuje przez  Kiekrz^K - Kurs przez Krzyszkowo i ul. Wilków Morskich^P - Kurs przez ul. Wilków Morskich i Pawłowice^R - Kurs przez Krzyszkowo^S - Kurs z wjazdem na przystanek: Psarskie/Przejazd Kolejowy^W - Kurs przez ul. Wilków Morskich|OGRODY - Szpitalna - Nowina - Dąbrowskiego - Słupska - Chojnicka - Wilków Morskich - Kierska - Kiekrz/Kierska - Rokietnica/Golęcińska - Rokietnica/Pocztowa - Rokietnica/Kolejowa - Rokietnica/Koszycy - Krzyszkowo/Koszycy - Rokietnica/Koszycy - Rokietnica/Kolejowa - Rostworowo/Rokietnicka - Żydowo/Rostworowska - Żydowo/Przecławska - ŻYDOWO PĘTLA^A - nie kursuje przez  Kiekrz^C - Kurs do wydłużony do przystanku: Przecław/Pętla^K - Kurs przez ul. Wilków Morskich i Krzyszkowo^P - Kurs przez Psarskie, ul. Wilków Morskich i Krzyszkowo^Z - Kurs przez Krzyszkowo",3,525252,FFFFFF
882,8,"882","ROKIETNICA STACJA - TARNOWO PDG OSTATNIA|TARNOWO PDG OSTATNIA - ROKIETNICA STACJA","ROKIETNICA STACJA - Rokietnica/Pocztowa - Rokietnica/Szamotulska - Rokietnica/Szkolna - Napachanie/Rakoniewicka - Napachanie/Rokietnicka - Napachanie/Tarnowska - Tarnowo Pdg/Rokietnicka - Tarnowo Pdg/Poznańska - Tarnowo Pdg/Nowa - TARNOWO PDG OSTATNIA^T - Kurs skrócony do przystanku: Tarnowo Pdg/Centrum|TARNOWO PDG OSTATNIA - Tarnowo Pdg/Poznańska - Tarnowo Pdg/Rakoniewicka - Tarnowo Pdg/Rokietnicka - Napachanie/Tarnowska - Napachanie/Rokietnicka - Rokietnica/Szkolna - Rokietnica/Szamotulska - Rokietnica/Pocztowa - ROKIETNICA STACJA",3,525252,FFFFFF
886,10,"886","TARNOWO PDG CENTRUM - PIERSKO ROLNA|PIERSKO ROLNA - TARNOWO PDG CENTRUM","TARNOWO PDG CENTRUM - Tarnowo Pdg/Poznańska - Rumianek/Nowa - Rumianek/Szkolna - Gaj Wielki/Poznańska - Młodasko/Poznańska - Witkowice/ - Bytyń/Poznańska - Bytyń/ - Bytyń/Piersko - Piersko/Piersko - PIERSKO ROLNA^S - Kurs wykonywany tylko w dni nauki szkolnej. Linia z wyznaczonymi Punktami Poboru Opłat^W - Kurs z wjazdem na przystanki: Gaj Wielki/Osiedlowa, Witkowice|PIERSKO ROLNA - Bytyń/Piersko - Bytyń/Poznańska - Witkowice/ - Młodasko/Poznańska - Gaj Wielki/Poznańska - Rumianek/Szkolna - Rumianek/Nowa - Tarnowo Pdg/Poznańska - TARNOWO PDG CENTRUM^B - Kurs bez wjazdu na przystanek: Witkowice, kurs z wjazdem na przystanek: Bytyń/Szkolna^S - Kurs wykonywany tylko w dni nauki szkolnej. Linia z wyznaczonymi Punktami Poboru Opłat",3,525252,FFFFFF
889,10,"889","PRZEŹMIEROWO KOŚCIELNA - WIELKIE|WIELKIE - PRZEŹMIEROWO KOŚCIELNA","PRZEŹMIEROWO KOŚCIELNA - Przeźmierowo/Rynkowa - Przeźmierowo/Kościelna - Baranowo/Ametystowa - Baranowo/Poznańska - Przeźmierowo/Szamotulska - Baranowo/ - Baranowo/Szamotulska - Chyby/Szamotulska - Wielkie - WIELKIE^C - Kurs z wjazdem na przystanek: Chyby/Szkolna^D - Kurs bez wjazdu na przystanek: Chyby/Szkolna^S - Kurs wykonywany tylko w dni nauki szkolnej|WIELKIE - Chyby/Szamotulska - Baranowo/Szamotulska - Baranowo/Wypoczynkowa - Przeźmierowo/Poznańska - Baranowo/Poznańska - Baranowo/Ametystowa - Przeźmierowo/Kościelna - Przeźmierowo/ - Przeźmierowo/Rynkowa - PRZEŹMIEROWO KOŚCIELNA^B - Kurs skrócony do przystanku: Baranowo/Przemysława^C - Kurs z wjazdem na przystanek: Chyby/Szkolna^S - Kurs wykonywany tylko w dni nauki szkolnej^W - Kurs wydłużony do pętli: Wysogotowo/Długa",3,525252,FFFFFF
891,8,"891","ROKIETNICA STACJA - MROWINO SZKOŁA|MROWINO SZKOŁA - ROKIETNICA STACJA","ROKIETNICA STACJA - Rokietnica/Pocztowa - Rokietnica/Szamotulska - Rokietnica/Szkolna - Rokietnica/Trakt Napoleoński - Rokietnica/Szamotulska - Mrowino/Dworcowa - Mrowino/Kopernika - Mrowino/Poznańska - MROWINO SZKOŁA|MROWINO SZKOŁA - Mrowino/Szkolna - Mrowino/Dworcowa - Rokietnica/Szamotulska - Rokietnica/Trakt Napoleoński - Rokietnica/Szkolna - Rokietnica/Szamotulska - Rokietnica/Pocztowa - ROKIETNICA STACJA",3,525252,FFFFFF
893,8,"893","ŻYDOWO PĘTLA - ROKIETNICA STACJA|ROKIETNICA STACJA - ŻYDOWO PĘTLA","ŻYDOWO PĘTLA - Żydowo/Przecławska - Żydowo/Rostworowska - Rostworowo/Rokietnicka - Rokietnica/Kolejowa - Rokietnica/Koszycy - Krzyszkowo/Koszycy - Rokietnica/Koszycy - Rokietnica/Kolejowa - Rokietnica/Szamotulska - Rokietnica/Pocztowa - ROKIETNICA STACJA^# - Kurs bez wjazdu do Krzyszkowa|ROKIETNICA STACJA - Rokietnica/Kolejowa - Rokietnica/Koszycy - Krzyszkowo/Koszycy - Rokietnica/Koszycy - Rokietnica/Kolejowa - Rostworowo/Rokietnicka - Żydowo/Rostworowska - Żydowo/Przecławska - ŻYDOWO PĘTLA^# - Kurs bez wjazdu do Krzyszkowa^P - Kurs wydłużony do przystanku: Przecław/Pętla",3,525252,FFFFFF
901,9,"901","OS. SOBIESKIEGO - ZŁOTNIKI OSIEDLE|ZŁOTNIKI OSIEDLE - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Suchy Las/Meteorytowa - Suchy Las/Leśna - Suchy Las/Bogusławskiego - Suchy Las/Powstańców Wlkp. - Złotniki/Nektarowa - Jelonek/Obornicka - Złotniki/Dworcowa - Złotniki/Krzemowa - Złotniki/Czołgowa - Złotniki/Jelonkowa - ZŁOTNIKI OSIEDLE^D - Kurs z wjazdem na przystanek: Suchy Las/Działki|ZŁOTNIKI OSIEDLE - Złotniki/Dworcowa - Złotniki/Krzemowa - Złotniki/Obornicka - Jelonek/Obornicka - Złotniki/Nektarowa - Suchy Las/Powstańców Wlkp. - Suchy Las/Sucholeska - Suchy Las/Bogusławskiego - Suchy Las/Leśna - Suchy Las/Meteorytowa - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO^D - Kurs z wjazdem na przystanek: Suchy Las/Działki",3,525252,FFFFFF
902,9,"902","OS. SOBIESKIEGO - SUCHY LAS DZIAŁKI|SUCHY LAS DZIAŁKI - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Meteorytowa - Suchy Las/Alejowa - Suchy Las/Bogusławskiego - SUCHY LAS DZIAŁKI^M - W okresie ferii letnich kurs skrócony do przystanku: Morasko |SUCHY LAS DZIAŁKI - Suchy Las/Alejowa - Meteorytowa - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO^M - W okresie ferii letnich kurs skrócony do przystanku: Morasko ",3,525252,FFFFFF
904,9,"904","OS. SOBIESKIEGO - ZŁOTNIKI OSIEDLE|ZŁOTNIKI OSIEDLE - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Jaroczyńskiego - Obornicka - Suchy Las/Obornicka - Jelonek/Obornicka - Złotniki/Czołgowa - Złotniki/Jelonkowa - ZŁOTNIKI OSIEDLE|ZŁOTNIKI OSIEDLE - Złotniki/Obornicka - Jelonek/Obornicka - Suchy Las/Obornicka - Obornicka - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO",3,525252,FFFFFF
905,9,"905","OS. SOBIESKIEGO - CHLUDOWO SZKOŁA|CHLUDOWO SZKOŁA - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Suchy Las/Meteorytowa - Suchy Las/Leśna - Suchy Las/Obornicka - Jelonek/Obornicka - Złotniki/Obornicka - Złotniki/Pawłowicka - Złotniki/Dworcowa - Złotniki/Łagiewnicka - Złotkowo/Obornicka - Złotkowo/Lipowa - Złotkowo/Złota - Złotkowo/Sobocka - Golęczewo/Dworcowa - Zielątkowo/Dworcowa - Zielątkowo/Leśna - Zielątkowo/Dworcowa - Chludowo/Dworcowa - Chludowo/Poznańska - CHLUDOWO SZKOŁA^D - Kurs z wjazdem na przystanek: Suchy Las/Działki|CHLUDOWO SZKOŁA - Chludowo/Rynek - Chludowo/Kościelna - Chludowo/Dworcowa - Zielątkowo/Dworcowa - Zielątkowo/Leśna - Zielątkowo/Dworcowa - Golęczewo/Dworcowa - Golęczewo/Obornicka - Złotkowo/Sobocka - Złotkowo/Złota - Złotkowo/Lipowa - Złotkowo/Obornicka - Złotniki/Pawłowicka - Złotniki/Dworcowa - Złotniki/Łagiewnicka - Złotniki/Obornicka - Jelonek/Obornicka - Suchy Las/Obornicka - Suchy Las/Bogusławskiego - Suchy Las/Leśna - Suchy Las/Meteorytowa - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO^D - Kurs z wjazdem na przystanek: Suchy Las/Działki",3,525252,FFFFFF
907,9,"907","OS. SOBIESKIEGO - CHLUDOWO SZKOŁA|CHLUDOWO SZKOŁA - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Jaroczyńskiego - Obornicka - Suchy Las/Obornicka - Jelonek/Obornicka - Złotniki/Obornicka - Złotkowo/Obornicka - Złotkowo/Lipowa - Złotkowo/Złota - Złotkowo/Sobocka - Golęczewo/Dworcowa - Zielątkowo/Dworcowa - Zielątkowo/Leśna - Zielątkowo/Dworcowa - Chludowo/Dworcowa - Chludowo/Poznańska - CHLUDOWO SZKOŁA|CHLUDOWO SZKOŁA - Chludowo/Rynek - Chludowo/Kościelna - Chludowo/Dworcowa - Zielątkowo/Dworcowa - Zielątkowo/Leśna - Zielątkowo/Dworcowa - Golęczewo/Dworcowa - Golęczewo/Obornicka - Złotkowo/Sobocka - Złotkowo/Złota - Złotkowo/Lipowa - Złotkowo/Obornicka - Złotniki/Obornicka - Jelonek/Obornicka - Suchy Las/Obornicka - Obornicka - Stróżyńskiego - OS. SOBIESKIEGO",3,525252,FFFFFF
911,2,"911","RONDO ŚRÓDKA - BIEDRUSKO PARK|BIEDRUSKO PARK - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Jana Pawła II - Wyszyńskiego - Garbary - Szelągowska - Słowiańska - Murawa - Naramowicka - Radojewo - Biedrusko/Poznańska - Biedrusko/Zjednoczenia - BIEDRUSKO PARK|BIEDRUSKO PARK - Biedrusko/Poznańska - Radojewo - Naramowicka - Nowa Naramowicka - Murawa - Słowiańska - Szelągowska - Garbary - Estkowskiego - Wyszyńskiego - Jana Pawła II - RONDO ŚRÓDKA",3,525252,FFFFFF
